date,cat_col,average,minimum,maximum,total_sum,total_count
2021-06-21,Washington,1032,1032,1032,3096,3
2021-06-21,West Virginia,3209,3209,3209,6418,2
2021-06-21,,,,,,12
2021-06-22,Alabama,6192,5774,6610,12384,2
2021-06-22,Alaska,3392.666666667,101,6848,10178,3
2021-06-22,Arizona,1270.333333333,903,1454,3811,3
2021-06-22,Arkansas,3460.333333333,758,8865,10381,3
2021-06-22,California,4957.5,554,7503,19830,4
2021-06-22,Colorado,6656.2,4075,8377,33281,5
2021-06-22,Connecticut,4037,2519,5555,8074,2
2021-06-22,District of Columbia,8373,8373,8373,8373,1
2021-06-22,Florida,4516.1,871,7309,45161,10
2021-06-22,Georgia,5866,5337,6631,17598,3
2021-06-22,Illinois,4738.5,120,9357,9477,2
2021-06-22,Indiana,5643.4,4626,8919,28217,5
2021-06-22,Kansas,5856,2046,7126,23424,4
2021-06-22,Louisiana,5233.666666667,3297,8833,15701,3
2021-06-22,Massachusetts,3502,3502,3502,3502,1
2021-06-22,Minnesota,4584.333333333,1713,7341,27506,6
2021-06-22,Nebraska,5967,5967,5967,5967,1
2021-06-22,Nevada,7998,7998,7998,7998,1
2021-06-22,New Jersey,7640.5,5679,9602,15281,2
2021-06-22,New Mexico,6062,6062,6062,6062,1
2021-06-22,North Carolina,3134,3134,3134,3134,1
2021-06-22,Ohio,7636,6841,8431,15272,2
2021-06-22,Oklahoma,7543,5245,9841,15086,2
2021-06-22,Pennsylvania,5560.666666667,4527,7628,16682,3
2021-06-22,Tennessee,5133,5133,5133,5133,1
2021-06-22,Texas,5293.888888889,314,9586,47645,9
2021-06-22,Virginia,3979.5,891,9881,15918,4
2021-06-22,West Virginia,5393,5393,5393,5393,1
2021-06-22,,,,,,14
2021-06-23,Alaska,3619,3619,3619,3619,1
2021-06-23,Arizona,9565,9565,9565,9565,1
2021-06-23,California,5404.25,1471,9589,64851,12
2021-06-23,Connecticut,1324,1324,1324,1324,1
2021-06-23,District of Columbia,7971,7971,7971,7971,1
2021-06-23,Florida,5615.428571429,1380,9668,39308,7
2021-06-23,Georgia,2980.333333333,47,4447,8941,3
2021-06-23,Hawaii,482,482,482,482,1
2021-06-23,Indiana,3498.333333333,1614,5586,10495,3
2021-06-23,Kansas,3111,3111,3111,6222,2
2021-06-23,Louisiana,412,412,412,412,1
2021-06-23,Maryland,1977.75,1340,3891,7911,4
2021-06-23,Massachusetts,5900,5900,5900,5900,1
2021-06-23,Minnesota,1179,1179,1179,1179,1
2021-06-23,Missouri,7037,7037,7037,7037,1
2021-06-23,Montana,900,900,900,900,1
2021-06-23,New Mexico,2377,2377,2377,2377,1
2021-06-23,New York,4759.142857143,2315,6931,33314,7
2021-06-23,Ohio,8557.666666667,6384,9936,51346,6
2021-06-23,Oregon,1381,1381,1381,1381,1
2021-06-23,Pennsylvania,7143.5,4830,9791,28574,4
2021-06-23,South Carolina,4973.5,1528,8419,19894,4
2021-06-23,Tennessee,1165,1165,1165,1165,1
2021-06-23,Texas,6620.3,43,9993,66203,10
2021-06-23,Virginia,2834.166666667,148,4383,17005,6
2021-06-23,,,,,,6
2021-06-24,Arizona,2394,2394,2394,2394,1
2021-06-24,California,5019,209,9832,40152,8
2021-06-24,Colorado,5380.75,4855,5632,21523,4
2021-06-24,Connecticut,2268,1807,2729,4536,2
2021-06-24,District of Columbia,3443,1352,5534,6886,2
2021-06-24,Florida,6138,4430,7846,12276,2
2021-06-24,Illinois,5084.8,3158,7975,25424,5
2021-06-24,Indiana,1818,756,2880,3636,2
2021-06-24,Kansas,2840,2840,2840,2840,1
2021-06-24,Kentucky,1473,1473,1473,1473,1
2021-06-24,Louisiana,9374,9374,9374,9374,1
2021-06-24,Maryland,8201,8201,8201,8201,1
2021-06-24,Massachusetts,509,509,509,509,1
2021-06-24,Michigan,6129.5,2943,9316,12259,2
2021-06-24,Minnesota,6473,6473,6473,6473,1
2021-06-24,Mississippi,4413,2889,5175,13239,3
2021-06-24,Missouri,2447.5,35,4860,4895,2
2021-06-24,New Hampshire,6088,6088,6088,12176,2
2021-06-24,New Jersey,5884,5884,5884,5884,1
2021-06-24,New York,2655,860,6731,18585,7
2021-06-24,North Carolina,3054,993,5115,6108,2
2021-06-24,North Dakota,5663,5663,5663,5663,1
2021-06-24,Ohio,4255.6,189,9641,21278,5
2021-06-24,Oklahoma,7946.5,4268,9498,31786,4
2021-06-24,Oregon,2822,752,4892,5644,2
2021-06-24,Pennsylvania,8633,8633,8633,8633,1
2021-06-24,South Carolina,8659,8659,8659,8659,1
2021-06-24,Tennessee,8989,8989,8989,8989,1
2021-06-24,Texas,3710,1250,7888,25970,7
2021-06-24,Virginia,6809.75,456,9819,27239,4
2021-06-24,Washington,3763.666666667,58,8367,11291,3
2021-06-24,West Virginia,9143,9143,9143,9143,1
2021-06-24,,,,,,15
2021-06-25,Alabama,4908,1908,7908,9816,2
2021-06-25,Arizona,7848,7848,7848,7848,1
2021-06-25,California,5584.5,1254,9892,67014,12
2021-06-25,Colorado,5710.6,492,8096,28553,5
2021-06-25,Delaware,3839,3839,3839,3839,1
2021-06-25,District of Columbia,9580,9580,9580,9580,1
2021-06-25,Florida,5491,1721,9075,21964,4
2021-06-25,Indiana,5738,4592,6884,11476,2
2021-06-25,Kansas,6782,6782,6782,6782,1
2021-06-25,Kentucky,821,821,821,821,1
2021-06-25,Louisiana,1629.5,923,2336,3259,2
2021-06-25,Maryland,3447,288,8487,17235,5
2021-06-25,Massachusetts,4332.333333333,1874,6824,12997,3
2021-06-25,Michigan,9865,9865,9865,9865,1
2021-06-25,Missouri,3606.666666667,1585,6996,10820,3
2021-06-25,Montana,3856.333333333,1279,5145,11569,3
2021-06-25,Nevada,8873,8873,8873,8873,1
2021-06-25,New Mexico,3153,3153,3153,6306,2
2021-06-25,New York,5188.25,3165,7000,20753,4
2021-06-25,North Carolina,2975.111111111,1038,5526,26776,9
2021-06-25,Ohio,3258.5,1377,5140,6517,2
2021-06-25,Oklahoma,7131.2,2220,9477,35656,5
2021-06-25,Pennsylvania,4990,1943,7619,19960,4
2021-06-25,South Carolina,8403,8403,8403,8403,1
2021-06-25,Tennessee,8962.666666667,7268,9810,26888,3
2021-06-25,Texas,3988.857142857,588,9060,27922,7
2021-06-25,Utah,5517,4435,6599,11034,2
2021-06-25,Virginia,2977.6,1311,4376,14888,5
2021-06-25,Washington,763.666666667,542,1207,2291,3
2021-06-25,,,,,,6
2021-06-26,Alabama,445,445,445,445,1
2021-06-26,Alaska,8829,8829,8829,8829,1
2021-06-26,Arizona,5448.25,2086,7971,21793,4
2021-06-26,California,5174.571428571,1183,8985,36222,7
2021-06-26,Colorado,2588.5,1265,3912,5177,2
2021-06-26,Connecticut,396,396,396,396,1
2021-06-26,District of Columbia,4113.555555556,56,9970,37022,9
2021-06-26,Florida,5455.333333333,827,9060,49098,9
2021-06-26,Georgia,4991.666666667,1521,7218,14975,3
2021-06-26,Idaho,2721,2721,2721,2721,1
2021-06-26,Illinois,9575,9575,9575,9575,1
2021-06-26,Iowa,407,407,407,407,1
2021-06-26,Maryland,7006,2010,9504,21018,3
2021-06-26,Massachusetts,6054.666666667,4040,7614,18164,3
2021-06-26,Michigan,3297,3297,3297,3297,1
2021-06-26,Minnesota,2186.333333333,813,4933,6559,3
2021-06-26,Nevada,4807,4807,4807,4807,1
2021-06-26,New York,3544.833333333,89,7020,21269,6
2021-06-26,North Carolina,6250,6250,6250,6250,1
2021-06-26,Pennsylvania,7507,7507,7507,7507,1
2021-06-26,South Carolina,4684.2,2661,8428,23421,5
2021-06-26,Tennessee,3669,234,7793,18345,5
2021-06-26,Texas,4780.636363636,447,7090,52587,11
2021-06-26,Vermont,9078,9078,9078,9078,1
2021-06-26,Virginia,7676.333333333,5769,8938,23029,3
2021-06-26,Washington,8046,8046,8046,8046,1
2021-06-26,West Virginia,3795,3795,3795,3795,1
2021-06-26,,,,,,8
2021-06-27,Alabama,4053,3706,4400,8106,2
2021-06-27,Arizona,4473,4473,4473,4473,1
2021-06-27,Arkansas,9457,9457,9457,9457,1
2021-06-27,California,6614.625,2789,9485,52917,8
2021-06-27,Colorado,4807.666666667,1259,6582,14423,3
2021-06-27,Connecticut,5475,5475,5475,5475,1
2021-06-27,District of Columbia,2389,985,3091,7167,3
2021-06-27,Florida,6352.833333333,1238,9285,38117,6
2021-06-27,Georgia,3938.4,501,5695,19692,5
2021-06-27,Illinois,5699.5,5575,5824,11399,2
2021-06-27,Indiana,8302,8302,8302,8302,1
2021-06-27,Iowa,2854,2086,4390,8562,3
2021-06-27,Kansas,8038.5,7428,8649,16077,2
2021-06-27,Maryland,5144,5144,5144,10288,2
2021-06-27,Michigan,4869.25,1450,8583,19477,4
2021-06-27,Minnesota,4628.25,2527,7638,18513,4
2021-06-27,Missouri,4026,4026,4026,4026,1
2021-06-27,Nebraska,6279,6279,6279,6279,1
2021-06-27,Nevada,5240.25,2376,7433,20961,4
2021-06-27,New Jersey,5543.333333333,2646,6992,16630,3
2021-06-27,New York,4733,2679,5461,18932,4
2021-06-27,North Carolina,7611.5,5438,9319,45669,6
2021-06-27,Ohio,3607,247,7992,10821,3
2021-06-27,Oklahoma,5152,880,8959,20608,4
2021-06-27,Pennsylvania,6883.5,3581,9085,27534,4
2021-06-27,Rhode Island,364,364,364,364,1
2021-06-27,South Carolina,6193,3492,8894,12386,2
2021-06-27,Tennessee,3567,3567,3567,3567,1
2021-06-27,Texas,2925.4,482,7701,29254,10
2021-06-27,Washington,3945.285714286,1499,8143,27617,7
2021-06-27,West Virginia,7606,7606,7606,7606,1
2021-06-27,Wisconsin,3058,3058,3058,3058,1
2021-06-27,,,,,,15
2021-06-28,Alabama,7377,7377,7377,7377,1
2021-06-28,Arizona,4500,4500,4500,9000,2
2021-06-28,Arkansas,5592,5592,5592,11184,2
2021-06-28,California,4487.166666667,2772,7146,26923,6
2021-06-28,Colorado,9758,9758,9758,9758,1
2021-06-28,Connecticut,388,388,388,388,1
2021-06-28,District of Columbia,3970,3970,3970,3970,1
2021-06-28,Florida,3700.8,2292,6534,37008,10
2021-06-28,Georgia,8309,8309,8309,8309,1
2021-06-28,Illinois,7942,4637,9483,31768,4
2021-06-28,Indiana,8235,8235,8235,8235,1
2021-06-28,Iowa,8725,8725,8725,8725,1
2021-06-28,Kansas,4675.6,3420,6559,23378,5
2021-06-28,Kentucky,5812.5,2365,9260,11625,2
2021-06-28,Louisiana,4458,4458,4458,4458,1
2021-06-28,Maryland,8824.25,7467,9356,35297,4
2021-06-28,Minnesota,8587.5,7510,9665,17175,2
2021-06-28,Missouri,7032.4,4382,9455,35162,5
2021-06-28,New Jersey,7034.666666667,5578,9891,21104,3
2021-06-28,New Mexico,2948,2948,2948,8844,3
2021-06-28,New York,5311.142857143,358,9462,37178,7
2021-06-28,North Carolina,8773.5,8771,8776,17547,2
2021-06-28,Ohio,4582.5,4300,4865,9165,2
2021-06-28,Oklahoma,1502,1502,1502,1502,1
2021-06-28,Oregon,4087.5,787,7388,8175,2
2021-06-28,Pennsylvania,12,12,12,12,1
2021-06-28,South Carolina,2123.5,701,3546,4247,2
2021-06-28,Tennessee,3456,3456,3456,3456,1
2021-06-28,Texas,4449.388888889,335,9182,80089,18
2021-06-28,Utah,3823.5,3186,4461,7647,2
2021-06-28,Virginia,2332.428571429,751,6247,16327,7
2021-06-28,Washington,8665,8665,8665,17330,2
2021-06-28,Wisconsin,5272,5272,5272,5272,1
2021-06-28,,,,,,6
2021-06-29,Alabama,5055,5055,5055,10110,2
2021-06-29,Arizona,5045,1802,7174,20180,4
2021-06-29,California,4060.25,1102,9084,32482,8
2021-06-29,Colorado,4394.333333333,2715,7145,13183,3
2021-06-29,Connecticut,5481,5481,5481,5481,1
2021-06-29,Florida,5588.666666667,719,9034,67064,12
2021-06-29,Georgia,8449,8449,8449,8449,1
2021-06-29,Hawaii,1802,1802,1802,1802,1
2021-06-29,Idaho,8949,8949,8949,8949,1
2021-06-29,Illinois,6058,3297,8819,12116,2
2021-06-29,Iowa,9726,9726,9726,9726,1
2021-06-29,Kansas,6449.333333333,6354,6497,19348,3
2021-06-29,Minnesota,4651,3228,6074,9302,2
2021-06-29,Mississippi,3105,3105,3105,3105,1
2021-06-29,Nebraska,4628.5,1262,7995,9257,2
2021-06-29,New Jersey,408,408,408,408,1
2021-06-29,New Mexico,2822,2822,2822,2822,1
2021-06-29,New York,6330.4,4017,9522,31652,5
2021-06-29,North Carolina,6382,6382,6382,6382,1
2021-06-29,Ohio,2999.5,2292,3707,5999,2
2021-06-29,Pennsylvania,5877.666666667,2437,8286,17633,3
2021-06-29,Texas,4379.333333333,1035,7160,26276,6
2021-06-29,Virginia,3925,753,9584,15700,4
2021-06-29,Washington,2531,2531,2531,2531,1
2021-06-29,West Virginia,9061,9061,9061,9061,1
2021-06-29,,,,,,14
2021-06-30,Alabama,5981,5981,5981,5981,1
2021-06-30,Arizona,3964,3964,3964,3964,1
2021-06-30,Arkansas,727,727,727,727,1
2021-06-30,California,4932.666666667,789,9197,29596,6
2021-06-30,Colorado,5087,4894,5280,10174,2
2021-06-30,Florida,4161,475,9739,24966,6
2021-06-30,Georgia,8483.5,7625,9342,16967,2
2021-06-30,Illinois,8207.5,7527,8888,16415,2
2021-06-30,Indiana,4515.75,1880,6382,18063,4
2021-06-30,Iowa,5456,5456,5456,5456,1
2021-06-30,Kansas,4797.5,730,8865,9595,2
2021-06-30,Maryland,5851,5851,5851,11702,2
2021-06-30,Michigan,4524.75,1853,5802,18099,4
2021-06-30,Mississippi,2278,2278,2278,2278,1
2021-06-30,Missouri,5014.2,4,8717,25071,5
2021-06-30,Montana,5346,5346,5346,5346,1
2021-06-30,Nebraska,5946,5946,5946,5946,1
2021-06-30,New Jersey,969,969,969,969,1
2021-06-30,New Mexico,9152,9152,9152,9152,1
2021-06-30,New York,2924,2924,2924,2924,1
2021-06-30,North Carolina,4870,1473,8267,9740,2
2021-06-30,Oregon,2531,1984,3078,5062,2
2021-06-30,Pennsylvania,5284.333333333,3987,5933,15853,3
2021-06-30,South Carolina,6072,3870,8274,12144,2
2021-06-30,Texas,4367.5,170,8552,61145,14
2021-06-30,Utah,213,213,213,213,1
2021-06-30,Virginia,5913,5263,6563,11826,2
2021-06-30,Washington,1486,1486,1486,1486,1
2021-06-30,Wisconsin,8807,8807,8807,8807,1
2021-06-30,,,,,,12
2021-07-01,Arizona,9863,9863,9863,19726,2
2021-07-01,Arkansas,3124,3124,3124,3124,1
2021-07-01,California,5844.333333333,3292,9707,35066,6
2021-07-01,Colorado,2436.333333333,2133,2588,7309,3
2021-07-01,Connecticut,5058.333333333,1980,7854,15175,3
2021-07-01,Delaware,1559,1559,1559,4677,3
2021-07-01,District of Columbia,2973.2,328,5726,14866,5
2021-07-01,Florida,5186.5,1204,8494,51865,10
2021-07-01,Georgia,2558,1660,3456,5116,2
2021-07-01,Indiana,6689.2,1217,9748,33446,5
2021-07-01,Iowa,5042.5,2350,7735,10085,2
2021-07-01,Kentucky,6990,5646,8334,13980,2
2021-07-01,Massachusetts,1236,1236,1236,1236,1
2021-07-01,Michigan,5257,5174,5340,10514,2
2021-07-01,Minnesota,5172,5172,5172,5172,1
2021-07-01,Missouri,4199.4,1249,9081,20997,5
2021-07-01,Nevada,8417.5,7517,9318,16835,2
2021-07-01,New Mexico,9278,9278,9278,9278,1
2021-07-01,New York,4540,1621,8258,13620,3
2021-07-01,North Carolina,9236,9236,9236,9236,1
2021-07-01,Ohio,3270.5,2353,4188,6541,2
2021-07-01,Oklahoma,9027,8242,9812,18054,2
2021-07-01,Oregon,5705,5705,5705,11410,2
2021-07-01,Pennsylvania,7086.285714286,3595,9877,49604,7
2021-07-01,Tennessee,6192,6192,6192,6192,1
2021-07-01,Texas,3978.142857143,353,9294,27847,7
2021-07-01,Utah,9875,9875,9875,9875,1
2021-07-01,Virginia,2850,1340,4986,8550,3
2021-07-01,Washington,5694,2454,7082,22776,4
2021-07-01,Wisconsin,3555,3555,3555,3555,1
2021-07-01,,,,,,8
2021-07-02,Arizona,6699,4631,7733,20097,3
2021-07-02,Arkansas,1199,1199,1199,1199,1
2021-07-02,California,1986.3,40,3630,19863,10
2021-07-02,Colorado,2351,842,3744,7053,3
2021-07-02,Connecticut,7713,6752,9635,23139,3
2021-07-02,Delaware,8969,8969,8969,8969,1
2021-07-02,District of Columbia,4177.625,1302,7390,33421,8
2021-07-02,Florida,5703,3477,7929,11406,2
2021-07-02,Georgia,471,471,471,471,1
2021-07-02,Hawaii,1731,1731,1731,1731,1
2021-07-02,Illinois,9403,9403,9403,9403,1
2021-07-02,Indiana,6548.5,3523,9574,13097,2
2021-07-02,Louisiana,9514,9514,9514,9514,1
2021-07-02,Maryland,1302,1302,1302,1302,1
2021-07-02,Massachusetts,5684.666666667,3722,9610,17054,3
2021-07-02,Michigan,1690.5,618,2763,3381,2
2021-07-02,Minnesota,3257,3257,3257,3257,1
2021-07-02,Nebraska,345,345,345,345,1
2021-07-02,Nevada,3733,3733,3733,3733,1
2021-07-02,New Jersey,6179,6179,6179,6179,1
2021-07-02,New Mexico,6123,6123,6123,6123,1
2021-07-02,New York,1938.333333333,201,5413,5815,3
2021-07-02,North Carolina,3601,3601,3601,3601,1
2021-07-02,Ohio,4943.5,1031,8856,9887,2
2021-07-02,Oregon,8169,8169,8169,8169,1
2021-07-02,Pennsylvania,2919.75,1611,3356,11679,4
2021-07-02,South Carolina,9726,9726,9726,9726,1
2021-07-02,South Dakota,5127,5127,5127,5127,1
2021-07-02,Texas,2860.1,82,7085,28601,10
2021-07-02,Utah,4835.5,413,9258,9671,2
2021-07-02,Virginia,6535,4024,9046,13070,2
2021-07-02,Wisconsin,1849,1849,1849,3698,2
2021-07-02,,,,,,11
2021-07-03,Alabama,5203.5,3415,6992,10407,2
2021-07-03,Arizona,5285.5,4885,5686,10571,2
2021-07-03,California,5373.909090909,1701,9093,59113,11
2021-07-03,Colorado,5079,2773,9011,15237,3
2021-07-03,Connecticut,5534,4782,7038,16602,3
2021-07-03,District of Columbia,6853,6853,6853,6853,1
2021-07-03,Florida,3912,3912,3912,3912,1
2021-07-03,Illinois,5212.666666667,4082,6456,15638,3
2021-07-03,Indiana,1470,1470,1470,1470,1
2021-07-03,Kansas,8425,8425,8425,8425,1
2021-07-03,Kentucky,3485.5,2147,4824,6971,2
2021-07-03,Louisiana,6399.666666667,5729,6735,19199,3
2021-07-03,Maryland,9654,9654,9654,9654,1
2021-07-03,Michigan,3627.75,3014,5469,14511,4
2021-07-03,Minnesota,7957,7957,7957,7957,1
2021-07-03,Nevada,4750,1756,7744,9500,2
2021-07-03,New Jersey,4158,4158,4158,4158,1
2021-07-03,New York,5088.166666667,1980,9132,30529,6
2021-07-03,North Carolina,5385,5385,5385,5385,1
2021-07-03,Ohio,6566.333333333,1997,9738,39398,6
2021-07-03,Pennsylvania,2580.5,2540,2621,5161,2
2021-07-03,South Carolina,4083.5,469,7698,8167,2
2021-07-03,Tennessee,3144,3144,3144,6288,2
2021-07-03,Texas,5254,195,7890,21016,4
2021-07-03,Washington,2222,2222,2222,4444,2
2021-07-03,West Virginia,2915,2915,2915,2915,1
2021-07-03,,,,,,9
2021-07-04,Alabama,5860,4157,7563,11720,2
2021-07-04,Arizona,4778,1932,7624,9556,2
2021-07-04,Arkansas,2346,2346,2346,2346,1
2021-07-04,California,6804,2850,8834,47628,7
2021-07-04,Colorado,5233.2,2925,7589,26166,5
2021-07-04,District of Columbia,4148.8,977,8878,20744,5
2021-07-04,Hawaii,5757,5757,5757,11514,2
2021-07-04,Idaho,4068,4068,4068,4068,1
2021-07-04,Illinois,5944.5,2279,9610,11889,2
2021-07-04,Indiana,5859.4,2043,9490,29297,5
2021-07-04,Iowa,7873,7873,7873,7873,1
2021-07-04,Kentucky,6173.2,539,8767,30866,5
2021-07-04,Louisiana,3890,3890,3890,3890,1
2021-07-04,Maryland,2793,205,7969,8379,3
2021-07-04,Michigan,5910.666666667,3080,9802,17732,3
2021-07-04,Minnesota,5493,5493,5493,5493,1
2021-07-04,Missouri,1652.333333333,291,3225,4957,3
2021-07-04,New Jersey,2417,2206,2628,4834,2
2021-07-04,New York,6026.2,3478,7712,30131,5
2021-07-04,North Carolina,3572.6,918,6071,17863,5
2021-07-04,North Dakota,1938,1938,1938,1938,1
2021-07-04,Ohio,133,133,133,133,1
2021-07-04,Oklahoma,3980,3980,3980,3980,1
2021-07-04,Oregon,5204,3438,6970,10408,2
2021-07-04,South Dakota,4980,4980,4980,4980,1
2021-07-04,Tennessee,5286,5286,5286,5286,1
2021-07-04,Texas,3473.25,282,9213,27786,8
2021-07-04,Utah,6492,4916,8068,12984,2
2021-07-04,Virginia,3687,1483,4789,11061,3
2021-07-04,Wisconsin,6430,2589,8617,19290,3
2021-07-04,,,,,,5
2021-07-05,Alabama,4620,4620,4620,4620,1
2021-07-05,Arizona,4221,63,6300,12663,3
2021-07-05,California,3477.8125,603,8121,55645,16
2021-07-05,Colorado,4134.666666667,2510,7384,12404,3
2021-07-05,Delaware,5956,5956,5956,5956,1
2021-07-05,District of Columbia,5656,5656,5656,5656,1
2021-07-05,Florida,6183.857142857,4165,7936,43287,7
2021-07-05,Georgia,4996.5,3643,6350,9993,2
2021-07-05,Illinois,6854.75,905,9547,27419,4
2021-07-05,Kansas,7358.25,7323,7370,29433,4
2021-07-05,Kentucky,7448,7448,7448,7448,1
2021-07-05,Louisiana,5444.333333333,2955,8108,16333,3
2021-07-05,Massachusetts,5363,5363,5363,5363,1
2021-07-05,Michigan,1682,1682,1682,1682,1
2021-07-05,Missouri,5062,3548,6576,10124,2
2021-07-05,Nevada,5113,1303,7018,15339,3
2021-07-05,New York,5632,2424,8526,22528,4
2021-07-05,North Carolina,6404.4,1922,8273,32022,5
2021-07-05,Ohio,8264,8264,8264,8264,1
2021-07-05,Oregon,7912,7912,7912,7912,1
2021-07-05,Pennsylvania,167,167,167,167,1
2021-07-05,South Carolina,1798,1798,1798,1798,1
2021-07-05,Tennessee,9975,9975,9975,9975,1
2021-07-05,Texas,6219.214285714,1931,9522,87069,14
2021-07-05,Utah,6261,6261,6261,6261,1
2021-07-05,Virginia,9315,9315,9315,9315,1
2021-07-05,Washington,3793,2471,5115,7586,2
2021-07-05,Wisconsin,3652,3652,3652,3652,1
2021-07-05,,,,,,8
2021-07-06,Alabama,4358.5,276,8441,8717,2
2021-07-06,California,5853.142857143,1137,9706,40972,7
2021-07-06,Colorado,7749,7563,7935,15498,2
2021-07-06,Connecticut,3735.333333333,1008,5900,11206,3
2021-07-06,Delaware,5556,5556,5556,5556,1
2021-07-06,District of Columbia,6910,6122,8449,27640,4
2021-07-06,Florida,5740,4447,9493,28700,5
2021-07-06,Georgia,6901,6901,6901,13802,2
2021-07-06,Illinois,4461.2,996,7387,22306,5
2021-07-06,Indiana,4718.375,935,8836,37747,8
2021-07-06,Kentucky,7904,7904,7904,15808,2
2021-07-06,Louisiana,6412,6412,6412,6412,1
2021-07-06,Maryland,624,624,624,624,1
2021-07-06,Massachusetts,3718,3718,3718,3718,1
2021-07-06,Michigan,7322,6999,7645,14644,2
2021-07-06,Minnesota,8150,7759,8541,16300,2
2021-07-06,Mississippi,1714,1714,1714,1714,1
2021-07-06,Missouri,3499,1904,4476,13996,4
2021-07-06,Nebraska,1747,1747,1747,5241,3
2021-07-06,New Mexico,4579,4579,4579,4579,1
2021-07-06,New York,5642.2,4514,6431,28211,5
2021-07-06,North Carolina,5727.666666667,3655,9412,17183,3
2021-07-06,Ohio,2720,570,6131,16320,6
2021-07-06,Oregon,9302,9302,9302,9302,1
2021-07-06,Pennsylvania,8300.333333333,5567,9667,24901,3
2021-07-06,South Carolina,7781.5,5092,8678,31126,4
2021-07-06,Texas,2607.714285714,605,5949,18254,7
2021-07-06,Virginia,6254.285714286,1622,9840,43780,7
2021-07-06,West Virginia,4021,4021,4021,4021,1
2021-07-06,,,,,,12
2021-07-07,Alabama,942,942,942,942,1
2021-07-07,Arizona,5407,4825,5989,10814,2
2021-07-07,California,1959.333333333,204,6097,11756,6
2021-07-07,Colorado,3868,2495,4815,15472,4
2021-07-07,Connecticut,3445,3445,3445,3445,1
2021-07-07,District of Columbia,6618.5,869,9304,39711,6
2021-07-07,Florida,2632.75,1368,4972,21062,8
2021-07-07,Georgia,553,553,553,553,1
2021-07-07,Hawaii,5772,5772,5772,5772,1
2021-07-07,Illinois,3687.666666667,555,7581,11063,3
2021-07-07,Kansas,7723,7723,7723,7723,1
2021-07-07,Louisiana,6513.5,6075,6952,13027,2
2021-07-07,Maryland,5535,5535,5535,5535,1
2021-07-07,Massachusetts,5765.25,4801,8331,23061,4
2021-07-07,Michigan,5669.333333333,4126,8084,17008,3
2021-07-07,Minnesota,6204.5,4486,7923,12409,2
2021-07-07,Missouri,9133,9133,9133,9133,1
2021-07-07,Nebraska,3919.666666667,3551,4104,11759,3
2021-07-07,Nevada,5394,5394,5394,5394,1
2021-07-07,New York,9481,9481,9481,9481,1
2021-07-07,North Carolina,8349,8349,8349,8349,1
2021-07-07,Ohio,3696,3696,3696,7392,2
2021-07-07,Oklahoma,4044.25,2788,4463,16177,4
2021-07-07,Pennsylvania,6287,3295,9279,12574,2
2021-07-07,South Carolina,2756,2756,2756,2756,1
2021-07-07,Tennessee,5838.333333333,3477,9868,17515,3
2021-07-07,Texas,6568.8,4791,9225,32844,5
2021-07-07,Utah,2668,2668,2668,2668,1
2021-07-07,Virginia,2709,39,4441,13545,5
2021-07-07,Washington,5781.333333333,4106,8327,17344,3
2021-07-07,Wisconsin,4881.5,4035,5728,9763,2
2021-07-07,,,,,,10
2021-07-08,Arizona,5657,5657,5657,5657,1
2021-07-08,California,5521.75,1647,9058,66261,12
2021-07-08,Colorado,9816,9634,9998,19632,2
2021-07-08,District of Columbia,3393,215,5476,23751,7
2021-07-08,Florida,3384.75,2130,5709,13539,4
2021-07-08,Illinois,7036,7036,7036,7036,1
2021-07-08,Indiana,7752,7752,7752,7752,1
2021-07-08,Iowa,2412,2412,2412,2412,1
2021-07-08,Kansas,5497,5497,5497,5497,1
2021-07-08,Kentucky,5714.5,1952,9477,11429,2
2021-07-08,Louisiana,3660,1245,6075,7320,2
2021-07-08,Maryland,6002,6002,6002,6002,1
2021-07-08,Massachusetts,6303,5227,8455,18909,3
2021-07-08,Michigan,5438,5438,5438,5438,1
2021-07-08,Minnesota,4431,4431,4431,4431,1
2021-07-08,Mississippi,9428,9428,9428,9428,1
2021-07-08,Missouri,2345,414,4276,4690,2
2021-07-08,Nevada,4132.5,1675,6590,8265,2
2021-07-08,New Jersey,5718.5,4987,6450,11437,2
2021-07-08,New York,5078.428571429,953,8119,35549,7
2021-07-08,North Carolina,7351.75,5734,9284,29407,4
2021-07-08,Pennsylvania,4549.333333333,810,8508,27296,6
2021-07-08,South Carolina,1951,507,3459,5853,3
2021-07-08,Texas,5590.4,35,9611,55904,10
2021-07-08,Virginia,9502,9502,9502,9502,1
2021-07-08,Washington,5647,5647,5647,5647,1
2021-07-08,West Virginia,2670.4,999,7356,13352,5
2021-07-08,Wisconsin,1892,1892,1892,1892,1
2021-07-08,,,,,,11
2021-07-09,Alaska,4039,4039,4039,4039,1
2021-07-09,Arizona,7865.666666667,6046,9819,23597,3
2021-07-09,California,5551.0625,1878,9646,88817,16
2021-07-09,Connecticut,8469,8469,8469,8469,1
2021-07-09,District of Columbia,5008,5008,5008,5008,1
2021-07-09,Florida,2846.285714286,258,5483,19924,7
2021-07-09,Georgia,9985,9985,9985,19970,2
2021-07-09,Illinois,7111,3923,9085,21333,3
2021-07-09,Indiana,1827.666666667,750,3983,5483,3
2021-07-09,Iowa,3671,3671,3671,3671,1
2021-07-09,Kansas,6530.5,5725,7336,13061,2
